id,name,city,pan,aadhar,dl_number,dl_for_vehicle_types,Available,rating
20,Driver_20,1,ABCDE8817F,3888 7591 1347,DL-7667-579394,"[4, 1, 5, 3, 2]",False,
21,Driver_21,2,ABCDE6295F,9691 1396 9240,DL-4310-166690,[3],False,
22,Driver_22,2,ABCDE8608F,9057 4705 3867,DL-1906-299805,"[2, 3]",False,
23,Driver_23,2,ABCDE9835F,9161 6809 5046,DL-7687-180915,"[3, 4, 2]",True,
24,Driver_24,2,ABCDE8616F,4498 8652 6618,DL-8548-358972,"[5, 3, 2, 4]",False,
25,Driver_25,2,ABCDE2245F,3914 5699 2065,DL-4426-395352,"[4, 2, 3, 1, 5]",True,
26,Driver_26,2,ABCDE4357F,8803 6642 7223,DL-7851-686903,[3],False,
27,Driver_27,2,ABCDE1058F,5269 8446 1738,DL-7566-721788,"[1, 3]",True,
28,Driver_28,2,ABCDE3345F,6845 4658 7357,DL-3988-619062,"[1, 5, 4]",True,
29,Driver_29,2,ABCDE8161F,3835 5188 4452,DL-7774-640267,"[4, 3, 2, 5]",False,
30,Driver_30,2,ABCDE5954F,1093 9552 7704,DL-9110-842717,"[2, 3, 1, 4, 5]",False,
31,Driver_31,2,ABCDE8495F,7511 4519 6220,DL-9276-318827,[1],False,
32,Driver_32,2,ABCDE6465F,5570 5667 2291,DL-4335-777053,"[1, 3]",False,
33,Driver_33,2,ABCDE6734F,3146 5806 5479,DL-7140-782618,"[1, 3, 4]",True,
34,Driver_34,2,ABCDE7595F,9935 4085 1802,DL-1750-876968,"[3, 5, 1, 2]",False,
35,Driver_35,2,ABCDE5293F,3841 9950 2324,DL-2426-801773,"[2, 4, 1, 5, 3]",False,
36,Driver_36,2,ABCDE4706F,8391 2214 9252,DL-9367-950750,[5],False,
37,Driver_37,2,ABCDE4109F,4723 6918 8806,DL-3229-731915,"[1, 2]",True,
38,Driver_38,2,ABCDE3034F,8009 2107 5978,DL-5728-383946,"[1, 2, 5]",False,
39,Driver_39,2,ABCDE7481F,9202 4400 1488,DL-5640-339342,"[1, 4, 5, 2]",False,
40,Driver_40,2,ABCDE8820F,5172 4002 7359,DL-1775-122391,"[1, 3, 4, 2, 5]",False,
41,Driver_41,3,ABCDE5100F,3058 3017 1986,DL-6632-922457,[1],False,
42,Driver_42,3,ABCDE1889F,5269 5851 6014,DL-3879-140395,"[1, 4]",False,
43,Driver_43,3,ABCDE2032F,7364 8614 5641,DL-2669-872689,"[1, 3, 5]",True,
44,Driver_44,3,ABCDE3523F,7390 8957 4647,DL-8994-210154,"[2, 5, 4, 1]",True,
45,Driver_45,3,ABCDE7486F,3659 5336 3943,DL-6779-483842,"[4, 5, 1, 3, 2]",False,
46,Driver_46,3,ABCDE6134F,7021 4543 7364,DL-9268-661139,[3],False,
47,Driver_47,3,ABCDE6611F,1554 6537 2209,DL-3851-433298,"[1, 3]",True,
48,Driver_48,3,ABCDE1408F,5640 4915 5996,DL-8840-443872,"[4, 1, 3]",True,
49,Driver_49,3,ABCDE6167F,1555 6481 7877,DL-1042-380889,"[1, 4, 2, 3]",False,
50,Driver_50,3,ABCDE6802F,1764 5897 1869,DL-7775-422677,"[2, 4, 3, 1, 5]",True,
51,Driver_51,3,ABCDE9327F,5236 1160 6598,DL-7845-147774,[4],False,
52,Driver_52,3,ABCDE4117F,9506 7364 2737,DL-7866-816668,"[3, 5]",False,
53,Driver_53,3,ABCDE9654F,2335 2712 5599,DL-8897-868750,"[2, 3, 5]",True,
54,Driver_54,3,ABCDE6473F,2292 6127 7997,DL-3465-197313,"[5, 1, 4, 2]",True,
55,Driver_55,3,ABCDE7181F,8663 9701 7792,DL-3504-817229,"[3, 1, 5, 4, 2]",False,
56,Driver_56,3,ABCDE5318F,3433 1537 8562,DL-8026-760316,[3],True,
57,Driver_57,3,ABCDE7140F,1966 7202 9139,DL-1862-720678,"[4, 3]",False,
58,Driver_58,3,ABCDE1855F,2076 3124 8585,DL-8410-708928,"[4, 2, 3]",False,
59,Driver_59,3,ABCDE8780F,1779 6369 1200,DL-3994-247714,"[2, 3, 5, 1]",True,
60,Driver_60,3,ABCDE1095F,3479 7688 3823,DL-8669-389560,"[2, 4, 3, 5, 1]",True,
61,Driver_61,4,ABCDE4483F,2177 5273 9216,DL-5685-238370,[5],True,
62,Driver_62,4,ABCDE2777F,7254 4083 7332,DL-9139-443431,"[2, 5]",False,
63,Driver_63,4,ABCDE8960F,2071 2255 8661,DL-7262-478120,"[4, 3, 1]",False,
64,Driver_64,4,ABCDE8826F,3892 1625 3404,DL-9178-870610,"[3, 2, 1, 4]",True,
65,Driver_65,4,ABCDE9951F,7960 4489 5887,DL-6300-548236,"[2, 3, 1, 5, 4]",True,
66,Driver_66,4,ABCDE9762F,7239 5418 6972,DL-8091-109413,[4],True,
67,Driver_67,4,ABCDE7988F,2839 1732 3133,DL-4152-457547,"[5, 4]",False,
68,Driver_68,4,ABCDE2749F,5178 7321 4605,DL-8908-436685,"[1, 5, 4]",True,
69,Driver_69,4,ABCDE6430F,5238 8810 1934,DL-3706-931935,"[5, 1, 3, 4]",True,
70,Driver_70,4,ABCDE9430F,2075 6729 2978,DL-5438-750873,"[5, 3, 1, 4, 2]",False,
71,Driver_71,5,ABCDE3953F,6350 3286 6351,DL-7140-935614,[1],False,
72,Driver_72,5,ABCDE3732F,7005 2583 3069,DL-7970-985079,"[1, 2]",True,
73,Driver_73,5,ABCDE5437F,2287 2773 4127,DL-9712-321937,"[5, 3, 1]",False,
74,Driver_74,5,ABCDE1456F,3414 8031 1152,DL-1297-945661,"[4, 1, 5, 3]",True,
75,Driver_75,5,ABCDE4391F,7127 7807 1729,DL-8860-404864,"[2, 3, 1, 5, 4]",False,
76,Driver_76,5,ABCDE5218F,7177 5867 7304,DL-9128-934546,[1],True,
77,Driver_77,5,ABCDE5923F,4330 8249 5908,DL-1234-704414,"[1, 4]",True,
78,Driver_78,5,ABCDE2247F,8669 5149 7670,DL-6021-962153,"[4, 3, 1]",False,
79,Driver_79,5,ABCDE3547F,5266 5884 5979,DL-4704-657687,"[2, 1, 5, 3]",False,
80,Driver_80,5,ABCDE4595F,5235 2644 1517,DL-3086-752620,"[1, 3, 5, 4, 2]",True,
81,Driver_81,5,ABCDE1451F,9515 6741 3680,DL-5965-590770,[5],False,
82,Driver_82,5,ABCDE3204F,5295 3977 6567,DL-9620-172861,"[2, 4]",True,
83,Driver_83,5,ABCDE6898F,3263 4120 3829,DL-7740-787881,"[3, 2, 4]",False,
84,Driver_84,5,ABCDE7733F,2423 4143 2674,DL-7436-498543,"[3, 1, 4, 2]",False,
85,Driver_85,5,ABCDE7288F,9799 8558 4245,DL-5291-918651,"[4, 3, 2, 1, 5]",True,
86,Driver_86,5,ABCDE3846F,3446 2170 3281,DL-2539-593096,[2],True,
87,Driver_87,5,ABCDE7511F,8779 4958 1218,DL-1779-257423,"[5, 1]",True,
88,Driver_88,5,ABCDE1620F,3203 9215 3481,DL-8717-863352,"[5, 2, 4]",False,
89,Driver_89,5,ABCDE9684F,6251 4692 4799,DL-3245-984720,"[4, 3, 5, 2]",False,
90,Driver_90,5,ABCDE3209F,4027 7503 5179,DL-8551-431819,"[2, 5, 1, 4, 3]",False,
91,Driver_91,5,ABCDE7246F,9464 8174 4413,DL-5479-502820,[4],False,
92,Driver_92,5,ABCDE9862F,5863 2334 9545,DL-2455-900790,"[5, 2]",False,
93,Driver_93,5,ABCDE4490F,4253 1256 9806,DL-2467-218795,"[2, 1, 4]",False,
94,Driver_94,5,ABCDE3047F,4944 6423 6911,DL-7949-584863,"[3, 5, 1, 2]",True,
95,Driver_95,5,ABCDE9476F,9623 1539 2085,DL-6632-847534,"[4, 5, 2, 3, 1]",True,
96,Driver_96,5,ABCDE5827F,6729 5750 3284,DL-9738-473054,[5],True,
97,Driver_97,5,ABCDE6795F,7959 6710 9389,DL-4482-590785,"[4, 3]",True,
98,Driver_98,5,ABCDE6251F,7543 5753 1708,DL-3791-612998,"[4, 1, 3]",True,
99,Driver_99,5,ABCDE6444F,4307 3258 2792,DL-4383-984967,"[3, 1, 4, 5]",True,
100,Driver_100,5,ABCDE1067F,6525 9670 8596,DL-4886-914072,"[1, 2, 4, 5, 3]",True,
101,Driver_101,5,ABCDE4653F,7358 5865 6206,DL-4671-762894,[3],False,
102,Driver_102,5,ABCDE2790F,3966 2222 1530,DL-9840-243335,"[4, 5]",False,
103,Driver_103,5,ABCDE2659F,3780 8820 8667,DL-9505-914850,"[2, 4, 3]",True,
104,Driver_104,5,ABCDE4340F,3225 3212 3976,DL-3136-139467,"[2, 5, 1, 3]",False,
105,Driver_105,5,ABCDE1826F,9800 8677 4341,DL-6438-430424,"[4, 2, 1, 3, 5]",False,
106,Driver_106,5,ABCDE8222F,3858 1688 8657,DL-9306-742874,[5],False,
107,Driver_107,5,ABCDE5436F,1363 9659 9184,DL-5021-263723,"[2, 3]",False,
108,Driver_108,5,ABCDE4895F,8480 7565 2829,DL-3981-245605,"[4, 1, 5]",False,
109,Driver_109,5,ABCDE6287F,2378 3221 4059,DL-3927-346720,"[3, 5, 2, 1]",True,
110,Driver_110,5,ABCDE7410F,4866 8455 2800,DL-1185-239513,"[5, 2, 1, 3, 4]",False,
111,Driver_111,6,ABCDE4431F,5439 6134 5361,DL-1281-573860,[4],True,
112,Driver_112,6,ABCDE5621F,3137 5422 2392,DL-8478-728594,"[2, 3]",False,
113,Driver_113,6,ABCDE5811F,8345 2633 7333,DL-4248-472686,"[5, 1, 2]",False,
114,Driver_114,6,ABCDE6540F,6948 9152 7039,DL-7621-752519,"[1, 5, 2, 3]",False,
115,Driver_115,6,ABCDE2819F,1634 3869 9155,DL-2557-489863,"[4, 3, 5, 1, 2]",False,
116,Driver_116,6,ABCDE2907F,2861 8767 5681,DL-8592-601429,[1],True,
117,Driver_117,6,ABCDE2844F,6235 7842 9885,DL-3308-127693,"[4, 5]",False,
118,Driver_118,6,ABCDE3739F,1744 1327 2663,DL-2986-291900,"[1, 3, 4]",False,
119,Driver_119,6,ABCDE1716F,2838 4098 6753,DL-5584-263141,"[2, 5, 1, 4]",False,
120,Driver_120,6,ABCDE9772F,7143 8400 6954,DL-1657-243254,"[5, 2, 3, 4, 1]",False,
121,Driver_121,6,ABCDE8720F,6495 9902 9158,DL-3327-405873,[4],True,
122,Driver_122,6,ABCDE2898F,1576 1946 8631,DL-2061-143960,"[2, 5]",False,
123,Driver_123,6,ABCDE9588F,5237 9641 2137,DL-9032-725260,"[5, 3, 4]",False,
124,Driver_124,6,ABCDE8807F,1005 5453 6449,DL-9760-761214,"[2, 1, 4, 5]",True,
125,Driver_125,6,ABCDE8091F,5835 2842 6079,DL-6048-336939,"[3, 2, 5, 4, 1]",False,
126,Driver_126,7,ABCDE4218F,3555 5610 2714,DL-5698-312198,[4],True,
127,Driver_127,7,ABCDE9922F,6898 8551 1992,DL-4332-300704,"[2, 4]",True,
128,Driver_128,7,ABCDE2747F,7311 6594 2795,DL-4717-798362,"[3, 1, 4]",True,
129,Driver_129,7,ABCDE1765F,3696 8525 3297,DL-9140-691542,"[5, 1, 3, 2]",True,
130,Driver_130,7,ABCDE1698F,7357 4259 1155,DL-3821-130156,"[4, 2, 1, 5, 3]",True,
131,Driver_131,7,ABCDE9944F,8554 9386 3180,DL-2751-797562,[5],False,
132,Driver_132,7,ABCDE1386F,7306 3313 9945,DL-1316-174470,"[4, 3]",False,
133,Driver_133,7,ABCDE6431F,9468 1039 9503,DL-4124-760617,"[1, 3, 4]",False,
134,Driver_134,7,ABCDE9628F,8438 4842 3648,DL-5340-477713,"[1, 3, 5, 2]",True,
135,Driver_135,7,ABCDE7835F,8169 6620 1686,DL-9836-867301,"[1, 4, 5, 3, 2]",False,
136,Driver_136,7,ABCDE3011F,3153 4226 3775,DL-3264-222408,[3],False,
137,Driver_137,7,ABCDE4965F,8970 8218 5868,DL-1432-948333,"[3, 4]",True,
138,Driver_138,7,ABCDE6062F,6461 6278 5013,DL-7601-123371,"[5, 4, 1]",False,
139,Driver_139,7,ABCDE1518F,3712 5904 8951,DL-6807-118604,"[1, 2, 4, 5]",False,
140,Driver_140,7,ABCDE3851F,8820 7768 2341,DL-3027-527736,"[3, 5, 4, 2, 1]",True,
141,Driver_141,7,ABCDE8029F,6694 1440 8460,DL-3040-231763,[3],True,
142,Driver_142,7,ABCDE7817F,7987 5814 9316,DL-5996-791402,"[5, 3]",False,
143,Driver_143,7,ABCDE9039F,3320 6164 6456,DL-6875-389026,"[4, 1, 3]",False,
144,Driver_144,7,ABCDE7107F,9545 6484 4837,DL-2808-450240,"[5, 4, 2, 3]",False,
145,Driver_145,7,ABCDE8292F,2961 2517 6400,DL-6033-193485,"[1, 5, 2, 3, 4]",True,
146,Driver_146,7,ABCDE8406F,4031 3426 9943,DL-9182-781502,[2],False,
147,Driver_147,7,ABCDE4962F,9799 7966 1360,DL-5582-737196,"[3, 2]",True,
148,Driver_148,7,ABCDE7418F,5958 6542 4545,DL-4693-360259,"[1, 5, 4]",True,
149,Driver_149,7,ABCDE7843F,2688 7768 7571,DL-3048-152194,"[5, 2, 1, 4]",True,
150,Driver_150,7,ABCDE9172F,1881 4285 7378,DL-1434-493539,"[4, 2, 1, 5, 3]",True,
151,Driver_151,8,ABCDE1496F,1970 9456 4618,DL-8850-162576,[5],False,
152,Driver_152,8,ABCDE2834F,5583 3409 2051,DL-5416-590510,"[5, 3]",False,
153,Driver_153,8,ABCDE4909F,4458 1389 1368,DL-5879-291263,"[3, 5, 2]",True,
154,Driver_154,8,ABCDE4659F,2394 8446 9507,DL-2723-357578,"[3, 1, 5, 2]",True,
155,Driver_155,8,ABCDE8853F,8268 6839 9042,DL-1083-184734,"[2, 5, 4, 3, 1]",False,
156,Driver_156,8,ABCDE2496F,2049 5961 9722,DL-4117-217939,[2],True,
157,Driver_157,8,ABCDE8955F,3354 1880 8500,DL-9166-723008,"[3, 2]",False,
158,Driver_158,8,ABCDE1842F,1681 3290 2619,DL-5363-934971,"[2, 4, 3]",True,
159,Driver_159,8,ABCDE6541F,6267 7151 5022,DL-3096-447276,"[2, 1, 4, 3]",True,
160,Driver_160,8,ABCDE7635F,3669 1598 3213,DL-8717-596485,"[3, 4, 2, 1, 5]",True,
161,Driver_161,8,ABCDE9378F,3175 9687 9420,DL-1101-202260,[3],False,
162,Driver_162,8,ABCDE2438F,2909 7017 7485,DL-2492-678866,"[3, 1]",False,
163,Driver_163,8,ABCDE8123F,8820 3236 6119,DL-5748-267519,"[4, 3, 2]",True,
164,Driver_164,8,ABCDE6079F,4733 3314 5982,DL-1112-338765,"[3, 4, 1, 2]",False,
165,Driver_165,8,ABCDE6009F,2614 6536 8182,DL-1592-966962,"[2, 3, 5, 1, 4]",True,
166,Driver_166,8,ABCDE9736F,9981 1685 1023,DL-1326-346665,[1],True,
167,Driver_167,8,ABCDE7904F,8151 1225 6755,DL-8930-608065,"[5, 1]",False,
168,Driver_168,8,ABCDE9002F,9296 7761 8798,DL-4033-564918,"[3, 2, 4]",True,
169,Driver_169,8,ABCDE2306F,2881 6535 7744,DL-8082-794092,"[5, 1, 2, 4]",True,
170,Driver_170,8,ABCDE7264F,6756 3790 4640,DL-4851-357592,"[1, 2, 5, 4, 3]",False,
171,Driver_171,8,ABCDE4196F,2183 4993 2260,DL-5283-558852,[2],False,
172,Driver_172,8,ABCDE9382F,8790 9247 6111,DL-6668-416584,"[3, 5]",True,
173,Driver_173,8,ABCDE8384F,6308 6367 8783,DL-5483-490949,"[3, 5, 4]",True,
174,Driver_174,8,ABCDE5342F,2825 6901 8447,DL-4521-175084,"[2, 1, 4, 3]",True,
175,Driver_175,8,ABCDE2261F,2430 9164 3046,DL-4608-720208,"[4, 3, 5, 1, 2]",False,
176,Driver_176,8,ABCDE1239F,9455 2200 8453,DL-3186-811346,[1],False,
177,Driver_177,8,ABCDE9809F,7408 3923 2337,DL-2931-947411,"[5, 2]",False,
178,Driver_178,8,ABCDE6359F,2662 7522 1402,DL-1713-999313,"[2, 3, 4]",True,
179,Driver_179,8,ABCDE5611F,4179 3271 8317,DL-4117-684832,"[3, 5, 1, 2]",True,
180,Driver_180,8,ABCDE4769F,6054 6829 3269,DL-4809-539502,"[5, 2, 4, 1, 3]",True,
181,Driver_181,9,ABCDE1761F,3745 6457 6986,DL-5833-433059,[2],False,
182,Driver_182,9,ABCDE8334F,4268 1230 6527,DL-1717-856667,"[5, 1]",True,
183,Driver_183,9,ABCDE3850F,3287 2827 6797,DL-6526-176323,"[2, 4, 3]",True,
184,Driver_184,9,ABCDE5670F,5290 4946 2217,DL-6947-466540,"[5, 2, 3, 1]",False,
185,Driver_185,9,ABCDE8568F,1656 4142 7756,DL-3075-900477,"[1, 2, 5, 4, 3]",True,
186,Driver_186,9,ABCDE1015F,4528 7260 4942,DL-5960-166960,[3],False,
187,Driver_187,9,ABCDE4098F,9959 5311 8079,DL-1329-201660,"[1, 5]",True,
188,Driver_188,9,ABCDE6938F,7671 9819 5808,DL-9810-660998,"[4, 2, 3]",False,
189,Driver_189,9,ABCDE8434F,1677 9921 4192,DL-9429-684554,"[3, 2, 4, 1]",True,
190,Driver_190,9,ABCDE9556F,8482 7392 8621,DL-7275-295012,"[1, 3, 5, 4, 2]",True,
191,Driver_191,9,ABCDE3165F,9093 8246 9882,DL-1637-533217,[2],True,
192,Driver_192,9,ABCDE1536F,7282 9363 6711,DL-9958-126120,"[4, 2]",False,
193,Driver_193,9,ABCDE6979F,1174 2515 5974,DL-7772-742899,"[2, 3, 1]",True,
194,Driver_194,9,ABCDE1453F,7444 3993 3294,DL-3148-379353,"[5, 3, 4, 2]",False,
195,Driver_195,9,ABCDE5786F,4663 5211 1248,DL-9557-923244,"[3, 1, 5, 4, 2]",True,
196,Driver_196,9,ABCDE3716F,4420 5087 9558,DL-3575-640036,[3],True,
197,Driver_197,9,ABCDE1850F,8321 3940 4466,DL-6483-607566,"[4, 3]",False,
198,Driver_198,9,ABCDE2371F,3684 8975 9623,DL-1434-187832,"[2, 4, 1]",False,
199,Driver_199,9,ABCDE9120F,2937 2798 1242,DL-9930-256187,"[4, 1, 2, 3]",False,
200,Driver_200,9,ABCDE4284F,6121 7288 3540,DL-6827-177340,"[3, 5, 4, 1, 2]",True,
201,Driver_201,10,ABCDE1383F,1675 2524 4841,DL-5290-303203,[3],False,
202,Driver_202,10,ABCDE1242F,6834 1475 6389,DL-1043-878171,"[5, 4]",True,
203,Driver_203,10,ABCDE2819F,3536 3857 5794,DL-4828-355901,"[5, 3, 2]",True,
204,Driver_204,10,ABCDE7669F,2996 6600 4373,DL-1098-845951,"[2, 5, 3, 1]",False,
205,Driver_205,10,ABCDE2999F,7779 9203 9894,DL-8506-638375,"[1, 5, 2, 3, 4]",False,
206,Driver_206,10,ABCDE7656F,9521 1095 8393,DL-7677-760800,[1],True,
207,Driver_207,10,ABCDE5326F,3153 6705 7000,DL-9175-625048,"[2, 4]",True,
208,Driver_208,10,ABCDE6223F,2789 7837 3595,DL-1385-261817,"[1, 2, 5]",False,
209,Driver_209,10,ABCDE3692F,9625 9875 6808,DL-6797-521795,"[3, 1, 5, 2]",True,
210,Driver_210,10,ABCDE8151F,8223 3710 2018,DL-6725-727489,"[2, 1, 5, 4, 3]",True,
211,Driver_211,10,ABCDE3777F,1541 4675 9145,DL-7134-747280,[5],True,
212,Driver_212,10,ABCDE3571F,6949 5908 9226,DL-1505-528700,"[1, 4]",False,
213,Driver_213,10,ABCDE9818F,1359 3365 2768,DL-2133-602762,"[5, 2, 4]",True,
214,Driver_214,10,ABCDE9504F,7301 6570 2203,DL-9937-614413,"[3, 1, 4, 5]",True,
215,Driver_215,10,ABCDE6139F,4725 4257 7678,DL-2155-511178,"[5, 4, 2, 3, 1]",False,
216,Driver_216,10,ABCDE9783F,7488 3085 1931,DL-5728-736823,[5],True,
217,Driver_217,10,ABCDE5626F,3117 8178 7856,DL-7161-365545,"[4, 3]",True,
218,Driver_218,10,ABCDE9239F,7095 2673 2377,DL-3583-284276,"[4, 3, 2]",True,
219,Driver_219,10,ABCDE6619F,4822 8579 8739,DL-4591-503948,"[2, 1, 5, 3]",False,
220,Driver_220,10,ABCDE3483F,9460 8466 5589,DL-2915-990996,"[1, 4, 5, 3, 2]",True,
221,Driver_221,10,ABCDE6522F,6736 3110 4541,DL-2099-149684,[2],True,
222,Driver_222,10,ABCDE2153F,6602 9076 1800,DL-4347-270706,"[5, 4]",False,
223,Driver_223,10,ABCDE4057F,5300 4930 8262,DL-6029-284765,"[1, 5, 3]",False,
224,Driver_224,10,ABCDE5926F,6084 5201 3434,DL-2658-163628,"[1, 3, 5, 4]",False,
225,Driver_225,10,ABCDE3543F,6090 6740 2271,DL-7361-886738,"[2, 5, 4, 3, 1]",True,
226,Driver_226,11,ABCDE1542F,9097 3137 3057,DL-1454-254166,[5],False,
227,Driver_227,11,ABCDE9278F,9287 6320 8081,DL-3587-949992,"[4, 3]",True,
228,Driver_228,11,ABCDE2823F,9750 3712 3448,DL-3877-982480,"[2, 5, 1]",False,
229,Driver_229,11,ABCDE7514F,6883 8118 8470,DL-6715-709412,"[3, 5, 4, 1]",False,
230,Driver_230,11,ABCDE8060F,9781 8280 5426,DL-2391-748357,"[2, 3, 4, 5, 1]",True,
231,Driver_231,11,ABCDE6270F,3604 9889 5044,DL-5550-190834,[1],False,
232,Driver_232,11,ABCDE3631F,6630 6678 3919,DL-1826-470281,"[4, 3]",False,
233,Driver_233,11,ABCDE8144F,4445 5813 5719,DL-9230-277253,"[5, 1, 4]",True,
234,Driver_234,11,ABCDE5485F,8658 2073 6400,DL-7900-535417,"[3, 1, 4, 5]",True,
235,Driver_235,11,ABCDE6261F,9848 5861 4200,DL-6701-769095,"[3, 2, 4, 5, 1]",False,
236,Driver_236,11,ABCDE3637F,7684 9291 1200,DL-4121-641564,[5],False,
237,Driver_237,11,ABCDE6259F,7908 1490 7721,DL-3738-119559,"[3, 1]",False,
238,Driver_238,11,ABCDE8596F,1943 7414 8842,DL-4220-374697,"[5, 2, 1]",False,
239,Driver_239,11,ABCDE9443F,1109 6905 4948,DL-7956-412598,"[4, 1, 5, 3]",True,
240,Driver_240,11,ABCDE2814F,2818 1963 4551,DL-3143-525050,"[3, 2, 5, 4, 1]",False,
241,Driver_241,11,ABCDE3536F,3948 4956 3520,DL-6575-935545,[1],False,
242,Driver_242,11,ABCDE2562F,7931 8286 6898,DL-8252-643045,"[2, 1]",False,
243,Driver_243,11,ABCDE9265F,7848 7327 4110,DL-9733-760835,"[3, 1, 2]",True,
244,Driver_244,11,ABCDE4093F,9808 7864 1108,DL-6758-331755,"[5, 2, 1, 3]",False,
245,Driver_245,11,ABCDE1916F,6789 2227 9369,DL-4521-990194,"[3, 1, 2, 5, 4]",False,
246,Driver_246,12,ABCDE3785F,7004 8828 7619,DL-3702-707609,[4],True,
247,Driver_247,12,ABCDE7758F,4149 2360 6795,DL-7409-972843,"[1, 3]",True,
248,Driver_248,12,ABCDE1012F,7944 2771 6310,DL-1329-372552,"[5, 2, 1]",False,
249,Driver_249,12,ABCDE5291F,4660 7104 5810,DL-6907-861004,"[5, 1, 2, 4]",False,
250,Driver_250,12,ABCDE6596F,9393 8845 7195,DL-5894-410578,"[3, 2, 1, 5, 4]",False,
251,Driver_251,12,ABCDE3664F,1882 2327 6572,DL-5955-842352,[4],True,
252,Driver_252,12,ABCDE2367F,6946 4837 6265,DL-4577-445656,"[4, 5]",False,
253,Driver_253,12,ABCDE8049F,1864 5276 6758,DL-8355-731208,"[5, 1, 3]",True,
254,Driver_254,12,ABCDE2840F,3487 6635 4260,DL-7743-551142,"[4, 5, 3, 2]",False,
255,Driver_255,12,ABCDE1813F,8918 5175 2312,DL-6210-665594,"[1, 4, 5, 2, 3]",False,
256,Driver_256,12,ABCDE6319F,7113 7861 7835,DL-1069-145887,[5],False,
257,Driver_257,12,ABCDE4726F,4194 1335 7817,DL-3191-608586,"[4, 1]",True,
258,Driver_258,12,ABCDE8316F,4049 6729 6053,DL-2970-274647,"[2, 1, 4]",False,
259,Driver_259,12,ABCDE1447F,3017 3657 8877,DL-5777-328225,"[5, 4, 1, 2]",True,
260,Driver_260,12,ABCDE6457F,4020 3629 1038,DL-3672-795164,"[1, 4, 5, 3, 2]",True,
261,Driver_261,12,ABCDE2762F,1937 6158 5710,DL-1359-784757,[3],False,
262,Driver_262,12,ABCDE1297F,6252 9457 2892,DL-4866-241910,"[3, 5]",False,
263,Driver_263,12,ABCDE1916F,8305 3535 2115,DL-3634-446588,"[1, 3, 2]",False,
264,Driver_264,12,ABCDE6100F,1498 1911 5244,DL-3724-178809,"[2, 1, 4, 5]",False,
265,Driver_265,12,ABCDE5138F,8223 7984 2503,DL-2132-872909,"[3, 4, 2, 1, 5]",False,
266,Driver_266,12,ABCDE7821F,6460 7566 5629,DL-2187-618738,[3],True,
267,Driver_267,12,ABCDE9253F,6785 2945 5235,DL-7064-485530,"[3, 2]",True,
268,Driver_268,12,ABCDE6029F,1947 7248 3215,DL-3866-304493,"[2, 3, 1]",True,
269,Driver_269,12,ABCDE9418F,3292 6420 1772,DL-1428-819834,"[4, 1, 2, 5]",True,
270,Driver_270,12,ABCDE9186F,9893 9394 4567,DL-3437-146301,"[1, 5, 2, 3, 4]",False,
271,Driver_271,12,ABCDE1896F,6920 3907 4890,DL-2117-659465,[4],True,
272,Driver_272,12,ABCDE1962F,2853 2152 8804,DL-9589-454622,"[3, 2]",False,
273,Driver_273,12,ABCDE8335F,2630 7995 9381,DL-8393-256751,"[5, 2, 3]",False,
274,Driver_274,12,ABCDE5045F,2616 8404 8923,DL-6244-489836,"[1, 4, 5, 3]",True,
275,Driver_275,12,ABCDE5843F,3753 1233 7185,DL-5755-968141,"[3, 2, 1, 5, 4]",False,
