id,name,city,pan,aadhar,dl_number,dl_for_vehicle_types,Available,rating
78,Driver_78,Agra,ABCDE8370F,2330 9426 8218,DL-1251-223735,"[48, 36, 35]",True,
79,Driver_79,Agra,ABCDE5425F,3616 4261 5322,DL-1135-729996,"[18, 16, 10, 35]",True,
81,Driver_81,Agra,ABCDE9858F,3754 6869 7532,DL-4594-449358,[20],True,
82,Driver_82,Agra,ABCDE6216F,9616 1739 7421,DL-7990-530296,"[49, 24]",True,
83,Driver_83,Agra,ABCDE1007F,4158 5499 7653,DL-7677-989356,"[25, 2, 41]",True,
84,Driver_84,Agra,ABCDE1464F,1752 2420 3857,DL-9902-263417,"[36, 35, 3, 42]",True,
85,Driver_85,Agra,ABCDE3879F,5172 6504 3800,DL-9243-254114,"[1, 46, 39, 19, 27]",True,
86,Driver_86,Ahmadnagar,ABCDE3061F,7074 3094 7429,DL-5965-488354,[49],True,
89,Driver_89,Ahmadnagar,ABCDE1229F,7232 9548 9463,DL-2684-212706,"[35, 28, 22, 33]",True,
90,Driver_90,Ahmadnagar,ABCDE3636F,6599 6127 3351,DL-6998-755371,"[39, 18, 45, 25, 15]",True,
91,Driver_91,Ahmadnagar,ABCDE2465F,8268 7702 6553,DL-1137-435508,[41],True,
93,Driver_93,Ahmadnagar,ABCDE9977F,7396 8950 9818,DL-2366-309432,"[46, 8, 17]",True,
94,Driver_94,Ahmadnagar,ABCDE7620F,7090 5071 2461,DL-2323-298313,"[48, 44, 23, 4]",True,
95,Driver_95,Ahmadnagar,ABCDE8772F,6410 1267 7123,DL-3040-956099,"[3, 5, 36, 37, 8]",True,
96,Driver_96,Ahmadnagar,ABCDE3978F,2509 3564 6705,DL-3634-252034,[24],True,
98,Driver_98,Ahmadnagar,ABCDE7575F,9448 2252 7515,DL-5588-229800,"[18, 33, 15]",True,
102,Driver_102,Ahmedabad,ABCDE6544F,7075 4737 7689,DL-7374-757807,"[23, 20]",True,
104,Driver_104,Ahmedabad,ABCDE4781F,8562 7212 5710,DL-4029-424978,"[39, 17, 31, 37]",True,
105,Driver_105,Ahmedabad,ABCDE7575F,2667 6835 2678,DL-9499-422545,"[17, 49, 1, 27, 43]",True,
107,Driver_107,Ahmedabad,ABCDE9705F,6337 1279 7940,DL-7470-490043,"[4, 24]",True,
109,Driver_109,Ahmedabad,ABCDE2804F,6656 3352 2229,DL-7974-249595,"[41, 5, 36, 23]",True,
110,Driver_110,Ahmedabad,ABCDE6047F,1716 8341 1104,DL-9831-263919,"[11, 33, 14, 35, 28]",True,
111,Driver_111,Ahmedabad,ABCDE1144F,9644 2123 2229,DL-8928-910101,[45],True,
112,Driver_112,Ahmedabad,ABCDE3981F,1419 1517 1500,DL-5115-166137,"[29, 9]",True,
115,Driver_115,Ahmedabad,ABCDE5191F,2096 2633 6261,DL-3895-474678,"[16, 20, 13, 25, 35]",True,
119,Driver_119,Ahmedabad,ABCDE6213F,8714 2806 8786,DL-4121-409193,"[32, 44, 37, 33]",True,
121,Driver_121,Ahmedabad,ABCDE3533F,5115 7896 4276,DL-6958-578336,[46],True,
122,Driver_122,Ahmedabad,ABCDE8554F,3474 3099 5891,DL-3896-269708,"[39, 11]",True,
125,Driver_125,Ahmedabad,ABCDE1998F,1923 2421 5090,DL-8906-116520,"[12, 6, 15, 18, 37]",True,
126,Driver_126,Aizawl  ,ABCDE2769F,7980 5457 5386,DL-1738-787005,[29],True,
127,Driver_127,Aizawl  ,ABCDE9683F,4339 6636 4847,DL-7153-780217,"[48, 18]",True,
128,Driver_128,Aizawl  ,ABCDE6183F,1931 2994 8566,DL-4608-476463,"[49, 43, 13]",True,
129,Driver_129,Aizawl  ,ABCDE8247F,6882 4605 5587,DL-9988-456998,"[19, 2, 1, 22]",True,
130,Driver_130,Aizawl  ,ABCDE3831F,9238 6092 8077,DL-1603-545412,"[40, 45, 5, 38, 35]",True,
132,Driver_132,Aizawl  ,ABCDE3286F,9205 5618 2966,DL-8527-657088,"[26, 3]",True,
136,Driver_136,Aizawl  ,ABCDE9552F,4332 3315 4273,DL-7756-410595,[29],True,
137,Driver_137,Aizawl  ,ABCDE5770F,1095 9427 9215,DL-3746-115389,"[8, 29]",True,
142,Driver_142,Aizawl  ,ABCDE5920F,8776 7787 3115,DL-4274-240772,"[23, 34]",True,
143,Driver_143,Aizawl  ,ABCDE4292F,8947 2209 1538,DL-7007-291546,"[34, 19, 35]",True,
146,Driver_146,Aizawl  ,ABCDE9629F,7204 4629 9855,DL-7371-651883,[15],True,
147,Driver_147,Aizawl  ,ABCDE8193F,4020 2784 3782,DL-7140-173882,"[21, 48]",True,
149,Driver_149,Aizawl  ,ABCDE8655F,6045 1696 7992,DL-4086-271227,"[41, 5, 10, 24]",True,
150,Driver_150,Aizawl  ,ABCDE3616F,9888 8214 3883,DL-1497-653146,"[46, 49, 28, 35, 2]",True,
151,Driver_151,Aizawl  ,ABCDE3101F,8574 1532 8145,DL-3941-255795,[49],True,
153,Driver_153,Aizawl  ,ABCDE5519F,9688 7858 8855,DL-3679-839039,"[50, 21, 22]",True,
154,Driver_154,Aizawl  ,ABCDE4419F,5485 7258 5320,DL-4277-915300,"[12, 31, 7, 26]",True,
155,Driver_155,Aizawl  ,ABCDE7770F,9278 6491 1564,DL-1572-343192,"[49, 29, 24, 45, 10]",True,
157,Driver_157,Ajmer,ABCDE7985F,4440 3149 9288,DL-3946-563407,"[22, 19]",True,
160,Driver_160,Ajmer,ABCDE4336F,8137 6762 4565,DL-7202-474304,"[22, 49, 48, 43, 44]",True,
163,Driver_163,Ajmer,ABCDE5233F,4275 2069 9458,DL-5285-163511,"[10, 20, 1]",True,
164,Driver_164,Ajmer,ABCDE3702F,3510 4003 7596,DL-9621-839958,"[47, 41, 28, 33]",True,
165,Driver_165,Ajmer,ABCDE4896F,7458 1612 1501,DL-5972-636333,"[19, 17, 38, 46, 31]",True,
166,Driver_166,Ajmer,ABCDE5080F,5705 9412 2116,DL-3905-255829,[11],True,
167,Driver_167,Ajmer,ABCDE5434F,9263 2055 4442,DL-6496-407978,"[30, 25]",True,
172,Driver_172,Ajmer,ABCDE7328F,2360 1509 7468,DL-8245-316177,"[23, 34]",True,
173,Driver_173,Ajmer,ABCDE4451F,3988 5048 4307,DL-3989-145878,"[5, 45, 13]",True,
174,Driver_174,Ajmer,ABCDE5340F,4885 5792 2950,DL-8509-331243,"[42, 30, 4, 28]",True,
175,Driver_175,Ajmer,ABCDE7490F,1255 1647 5738,DL-1827-248507,"[12, 8, 3, 50, 20]",True,
178,Driver_178,Ajmer,ABCDE1015F,3323 7551 5896,DL-8902-982179,"[46, 35, 5]",True,
179,Driver_179,Ajmer,ABCDE7697F,5645 2645 3730,DL-3585-575589,"[18, 35, 30, 19]",True,
180,Driver_180,Ajmer,ABCDE1962F,6695 5900 8533,DL-4585-323616,"[38, 31, 18, 11, 27]",True,
181,Driver_181,Akola,ABCDE7769F,9220 7800 8123,DL-8815-644827,[17],True,
182,Driver_182,Akola,ABCDE8179F,4331 8941 3803,DL-4775-643449,"[10, 15]",True,
184,Driver_184,Akola,ABCDE1119F,5051 6128 1330,DL-3816-226558,"[8, 45, 41, 49]",True,
185,Driver_185,Akola,ABCDE2587F,4970 1656 7326,DL-7128-134296,"[23, 6, 36, 29, 19]",True,
186,Driver_186,Akola,ABCDE9656F,2295 1685 2034,DL-9374-944119,[12],True,
187,Driver_187,Akola,ABCDE8360F,2988 9272 4858,DL-7360-907275,"[49, 21]",True,
188,Driver_188,Akola,ABCDE9651F,3875 6507 4888,DL-5123-912701,"[38, 45, 1]",True,
189,Driver_189,Akola,ABCDE2840F,9042 9026 1042,DL-1878-896084,"[27, 37, 4, 43]",True,
193,Driver_193,Akola,ABCDE6787F,4875 4899 6946,DL-9776-232552,"[47, 1, 31]",True,
194,Driver_194,Akola,ABCDE2001F,7293 7410 7040,DL-3576-148894,"[33, 43, 41, 18]",True,
195,Driver_195,Akola,ABCDE2175F,5591 1486 6600,DL-4110-947332,"[49, 15, 38, 40, 20]",True,
196,Driver_196,Akola,ABCDE7562F,9749 1327 5023,DL-2881-706770,[6],True,
199,Driver_199,Akola,ABCDE2017F,6771 4060 8618,DL-6300-333447,"[3, 37, 32, 33]",True,
201,Driver_201,Akola,ABCDE4681F,9656 7749 8016,DL-2431-153323,[7],True,
203,Driver_203,Akola,ABCDE7707F,7699 4653 2046,DL-1256-149240,"[20, 17, 23]",True,
206,Driver_206,Alappuzha,ABCDE4505F,4501 3336 1338,DL-4499-141832,[44],True,
209,Driver_209,Alappuzha,ABCDE2662F,5988 8209 9900,DL-6753-197722,"[15, 18, 19, 35]",True,
210,Driver_210,Alappuzha,ABCDE6762F,9324 2482 9327,DL-2618-587942,"[37, 5, 48, 8, 49]",True,
212,Driver_212,Alappuzha,ABCDE6253F,3609 6485 6063,DL-5995-877016,"[32, 2]",True,
213,Driver_213,Alappuzha,ABCDE4952F,6076 8665 5952,DL-8161-664970,"[20, 31, 28]",True,
214,Driver_214,Alappuzha,ABCDE6016F,7700 5819 6005,DL-4430-385463,"[4, 29, 20, 33]",True,
217,Driver_217,Alappuzha,ABCDE5581F,3945 4707 6539,DL-2112-535043,"[33, 36]",True,
220,Driver_220,Alappuzha,ABCDE7308F,6655 5478 2932,DL-9982-157421,"[12, 10, 8, 21, 31]",True,
224,Driver_224,Alappuzha,ABCDE7630F,1470 4091 9260,DL-9264-418279,"[30, 39, 20, 3]",True,
225,Driver_225,Alappuzha,ABCDE2957F,4796 6700 1570,DL-2083-504355,"[25, 16, 13, 45, 36]",True,
226,Driver_226,Alappuzha,ABCDE7204F,1348 3883 5927,DL-4504-130272,[46],True,
228,Driver_228,Alappuzha,ABCDE7883F,1905 7110 8998,DL-3599-333558,"[48, 41, 38]",True,
233,Driver_233,Alappuzha,ABCDE3395F,8623 3605 5436,DL-5541-566905,"[1, 15, 25]",True,
234,Driver_234,Alappuzha,ABCDE4105F,3529 3593 1368,DL-5794-668670,"[7, 31, 22, 29]",True,
235,Driver_235,Alappuzha,ABCDE4669F,3871 5166 2841,DL-9788-765839,"[2, 32, 28, 30, 25]",True,
238,Driver_238,Alappuzha,ABCDE5010F,5250 7614 4341,DL-5700-268319,"[34, 43, 13]",True,
239,Driver_239,Alappuzha,ABCDE2874F,8150 8278 6978,DL-3918-459172,"[3, 10, 31, 35]",True,
240,Driver_240,Alappuzha,ABCDE3730F,3504 5532 7028,DL-4718-627283,"[39, 15, 35, 43, 49]",True,
242,Driver_242,Aligarh,ABCDE1352F,1567 8447 2645,DL-3441-978671,"[41, 3]",True,
244,Driver_244,Aligarh,ABCDE7711F,4945 6112 8024,DL-2654-371044,"[21, 26, 47, 11]",True,
246,Driver_246,Aligarh,ABCDE9714F,9447 1271 9968,DL-4212-721182,[47],True,
247,Driver_247,Aligarh,ABCDE9764F,2919 8496 9286,DL-8430-316807,"[14, 42]",True,
250,Driver_250,Aligarh,ABCDE5546F,2354 6007 1664,DL-3934-814608,"[37, 33, 40, 6, 17]",True,
251,Driver_251,Aligarh,ABCDE2475F,9376 8087 2785,DL-2172-203104,[27],True,
252,Driver_252,Aligarh,ABCDE9316F,2199 2320 6630,DL-8869-283520,"[23, 35]",True,
254,Driver_254,Aligarh,ABCDE5890F,6372 5195 4713,DL-4871-912329,"[33, 35, 50, 32]",True,
255,Driver_255,Aligarh,ABCDE9745F,2881 8201 8794,DL-7704-513368,"[9, 42, 10, 5, 30]",True,
256,Driver_256,Alipurduar,ABCDE8328F,7162 8876 8809,DL-8554-414406,[19],True,
258,Driver_258,Alipurduar,ABCDE1659F,7183 7922 3937,DL-8572-264205,"[24, 15, 49]",True,
259,Driver_259,Alipurduar,ABCDE4557F,1812 8473 3745,DL-7833-933274,"[42, 18, 3, 1]",True,
260,Driver_260,Alipurduar,ABCDE4841F,9290 7275 2949,DL-5295-334355,"[11, 13, 42, 7, 34]",True,
264,Driver_264,Alipurduar,ABCDE7554F,1014 1496 3560,DL-6494-955800,"[30, 46, 29, 21]",True,
267,Driver_267,Alipurduar,ABCDE7805F,2223 7780 6857,DL-6365-721663,"[28, 13]",True,
268,Driver_268,Alipurduar,ABCDE3409F,2275 7750 1290,DL-7572-367999,"[18, 11, 6]",True,
269,Driver_269,Alipurduar,ABCDE6600F,2418 1759 3587,DL-5185-381683,"[2, 20, 13, 32]",True,
275,Driver_275,Allahabad,ABCDE7259F,5849 2114 6293,DL-4478-392797,"[50, 32, 10, 14, 23]",True,
276,Driver_276,Allahabad,ABCDE4029F,4587 8915 4545,DL-7599-156936,[42],True,
278,Driver_278,Allahabad,ABCDE8900F,8400 2415 3880,DL-9034-701212,"[20, 6, 13]",True,
279,Driver_279,Allahabad,ABCDE3318F,9665 2040 6838,DL-3294-678048,"[11, 16, 5, 14]",True,
280,Driver_280,Allahabad,ABCDE8797F,7981 1043 7970,DL-7969-243224,"[21, 46, 13, 4, 10]",True,
282,Driver_282,Allahabad,ABCDE5907F,3488 9939 9961,DL-8164-202582,"[8, 37]",True,
283,Driver_283,Allahabad,ABCDE9243F,8104 9751 3979,DL-1861-211535,"[43, 34, 6]",True,
288,Driver_288,Allahabad,ABCDE6452F,3401 1478 2372,DL-5458-696319,"[44, 29, 30]",True,
290,Driver_290,Allahabad,ABCDE5911F,6851 7719 3261,DL-6264-213558,"[10, 16, 32, 5, 7]",True,
291,Driver_291,Alwar,ABCDE4983F,1108 4829 7775,DL-3256-396946,[23],True,
292,Driver_292,Alwar,ABCDE7934F,7757 5038 9258,DL-3222-754814,"[11, 24]",True,
293,Driver_293,Alwar,ABCDE8293F,6821 2646 3210,DL-7280-527408,"[31, 42, 19]",True,
295,Driver_295,Alwar,ABCDE8509F,1634 1021 7654,DL-1869-397006,"[17, 27, 1, 39, 37]",True,
296,Driver_296,Alwar,ABCDE2765F,2218 9354 2672,DL-5370-288306,[36],True,
298,Driver_298,Alwar,ABCDE3495F,2875 3958 4624,DL-5607-343340,"[50, 17, 2]",True,
299,Driver_299,Alwar,ABCDE6191F,5551 6363 5684,DL-1410-231576,"[45, 17, 47, 16]",True,
300,Driver_300,Alwar,ABCDE3912F,6924 2478 8798,DL-2069-796486,"[7, 42, 36, 1, 41]",True,
301,Driver_301,Alwar,ABCDE2664F,5823 2186 4701,DL-8236-513649,[20],True,
307,Driver_307,Alwar,ABCDE3516F,1330 6943 8136,DL-4397-895880,"[48, 43]",True,
309,Driver_309,Alwar,ABCDE8262F,1385 2281 1304,DL-8267-369191,"[2, 4, 16, 39]",True,
311,Driver_311,Ambala,ABCDE9684F,6268 8517 6583,DL-9878-549735,[14],True,
314,Driver_314,Ambala,ABCDE1192F,1562 2460 3389,DL-6960-557827,"[43, 1, 47, 4]",True,
315,Driver_315,Ambala,ABCDE1690F,7706 3735 4194,DL-1130-967293,"[47, 15, 4, 1, 17]",True,
316,Driver_316,Ambala,ABCDE1832F,2476 1836 1801,DL-7223-920200,[38],True,
317,Driver_317,Ambala,ABCDE3352F,2860 1794 6749,DL-4700-244700,"[25, 2]",True,
318,Driver_318,Ambala,ABCDE2332F,3362 9635 2042,DL-5844-507643,"[21, 13, 8]",True,
319,Driver_319,Ambala,ABCDE6403F,5768 1632 3841,DL-8172-144013,"[42, 21, 14, 40]",True,
320,Driver_320,Ambala,ABCDE4010F,1254 4669 3733,DL-3330-399007,"[2, 17, 29, 22, 46]",True,
321,Driver_321,Amaravati,ABCDE5442F,1051 9313 6689,DL-3076-574724,[12],True,
323,Driver_323,Amaravati,ABCDE1803F,3361 3662 2991,DL-3510-879372,"[49, 1, 11]",True,
324,Driver_324,Amaravati,ABCDE6824F,9478 8821 8234,DL-4353-597848,"[27, 17, 42, 20]",True,
327,Driver_327,Amaravati,ABCDE4045F,6540 6383 3105,DL-6341-863900,"[40, 24]",True,
329,Driver_329,Amaravati,ABCDE7688F,7776 5287 1956,DL-8258-163405,"[6, 28, 14, 50]",True,
331,Driver_331,Amaravati,ABCDE2262F,8494 9293 3558,DL-4754-426812,[20],True,
332,Driver_332,Amaravati,ABCDE9861F,1533 7193 5961,DL-8513-976134,"[43, 34]",True,
334,Driver_334,Amaravati,ABCDE1877F,9262 4890 8253,DL-2501-662745,"[42, 35, 25, 40]",True,
338,Driver_338,Amaravati,ABCDE4778F,1769 6377 3255,DL-5677-512376,"[36, 7, 6]",True,
340,Driver_340,Amaravati,ABCDE4475F,8127 8404 9763,DL-9200-826110,"[15, 13, 45, 17, 8]",True,
343,Driver_343,Amritsar,ABCDE5601F,8974 6927 3810,DL-7157-954693,"[40, 44, 8]",True,
344,Driver_344,Amritsar,ABCDE9951F,1798 5375 4180,DL-1395-570160,"[47, 26, 5, 2]",True,
345,Driver_345,Amritsar,ABCDE1921F,5536 1622 3700,DL-3628-330205,"[23, 32, 37, 12, 29]",True,
346,Driver_346,Amritsar,ABCDE8056F,2440 3860 5039,DL-1512-991435,[7],True,
347,Driver_347,Amritsar,ABCDE3334F,5061 6038 7219,DL-7417-583999,"[27, 49]",True,
348,Driver_348,Amritsar,ABCDE6164F,3294 7190 4526,DL-5739-168974,"[20, 50, 2]",True,
350,Driver_350,Amritsar,ABCDE9390F,6915 5459 3132,DL-4779-952000,"[39, 11, 45, 50, 40]",True,
352,Driver_352,Asansol,ABCDE3120F,4883 2571 2088,DL-9444-726137,"[35, 13]",True,
353,Driver_353,Asansol,ABCDE7384F,5652 4218 9981,DL-4053-331768,"[17, 16, 32]",True,
358,Driver_358,Asansol,ABCDE6873F,7455 7147 9416,DL-5607-592089,"[3, 42, 26]",True,
361,Driver_361,Asansol,ABCDE2996F,1857 4801 8779,DL-9295-819373,[42],True,
362,Driver_362,Asansol,ABCDE9962F,2159 9075 2555,DL-1116-478329,"[7, 28]",True,
367,Driver_367,Asansol,ABCDE2515F,6188 7290 8752,DL-8040-455078,"[45, 46]",True,
368,Driver_368,Asansol,ABCDE5833F,5315 8077 6082,DL-4947-124109,"[29, 37, 44]",True,
369,Driver_369,Asansol,ABCDE2407F,7770 1827 2908,DL-5696-437746,"[21, 22, 23, 20]",True,
371,Driver_371,Aurangabad,ABCDE7765F,7375 6368 3731,DL-4865-206946,[16],True,
375,Driver_375,Aurangabad,ABCDE5196F,7704 8389 2362,DL-3705-717354,"[21, 26, 6, 36, 39]",True,
376,Driver_376,Aurangabad,ABCDE4047F,5275 2664 2700,DL-1649-790040,[41],True,
380,Driver_380,Aurangabad,ABCDE5619F,8569 6380 1535,DL-3995-602608,"[8, 9, 27, 40, 19]",True,
386,Driver_386,Aurangabad,ABCDE7014F,7423 4616 9412,DL-2069-838432,[27],True,
388,Driver_388,Aurangabad,ABCDE3830F,3048 7384 1779,DL-1455-551260,"[10, 33, 30]",True,
393,Driver_393,Aurangabad,ABCDE4821F,3296 9066 8542,DL-9152-151019,"[34, 9, 45]",True,
394,Driver_394,Aurangabad,ABCDE1711F,5450 2576 8532,DL-4154-387521,"[29, 44, 28, 10]",True,
398,Driver_398,Aurangabad,ABCDE3692F,1863 1436 6538,DL-6963-307432,"[37, 44, 2]",True,
399,Driver_399,Aurangabad,ABCDE8537F,1065 6990 6331,DL-4577-744861,"[49, 43, 21, 19]",True,
401,Driver_401,Aurangabad,ABCDE9487F,6655 3217 2500,DL-7658-339222,[16],True,
404,Driver_404,Aurangabad,ABCDE4833F,8136 9533 6939,DL-2785-690671,"[33, 28, 43, 13]",True,
408,Driver_408,Bakshpur,ABCDE5002F,7168 7526 7622,DL-2657-112023,"[22, 21, 24]",True,
410,Driver_410,Bakshpur,ABCDE4757F,8949 2971 5705,DL-4303-991808,"[27, 15, 37, 48, 31]",True,
413,Driver_413,Bakshpur,ABCDE5942F,4236 8113 6168,DL-1863-796283,"[47, 12, 49]",True,
414,Driver_414,Bakshpur,ABCDE1377F,6233 4000 1130,DL-3101-577563,"[44, 49, 12, 1]",True,
417,Driver_417,Bakshpur,ABCDE1113F,5231 6772 4982,DL-7890-355951,"[36, 33]",True,
418,Driver_418,Bakshpur,ABCDE6110F,4063 1789 9678,DL-6471-731394,"[47, 43, 34]",True,
425,Driver_425,Bakshpur,ABCDE6789F,2481 4461 4182,DL-1418-272051,"[35, 34, 46, 48, 13]",True,
428,Driver_428,Bamanpuri,ABCDE3516F,7280 5940 2221,DL-5982-550957,"[9, 23, 29]",True,
430,Driver_430,Bamanpuri,ABCDE2569F,2734 4638 8249,DL-2422-843947,"[31, 35, 30, 1, 10]",True,
432,Driver_432,Bamanpuri,ABCDE3697F,9040 7721 4182,DL-2899-153328,"[50, 2]",True,
440,Driver_440,Bamanpuri,ABCDE1682F,1269 3949 6406,DL-9839-438263,"[10, 40, 5, 49, 12]",True,
445,Driver_445,Bamanpuri,ABCDE4046F,9063 7397 8069,DL-8980-740016,"[28, 24, 39, 32, 23]",True,
447,Driver_447,Bamanpuri,ABCDE9009F,4656 2548 3756,DL-8941-704789,"[21, 16]",True,
448,Driver_448,Bamanpuri,ABCDE6709F,2640 6507 7440,DL-3392-294375,"[14, 20, 50]",True,
449,Driver_449,Bamanpuri,ABCDE4366F,4550 2539 6191,DL-5330-625989,"[19, 13, 6, 7]",True,
450,Driver_450,Bamanpuri,ABCDE2557F,2081 6743 6594,DL-2279-636718,"[3, 21, 40, 17, 43]",True,
455,Driver_455,Baramula,ABCDE3030F,3757 2697 4145,DL-7428-591873,"[5, 23, 7, 8, 33]",True,
457,Driver_457,Baramula,ABCDE6501F,5469 3593 1573,DL-3965-906844,"[12, 10]",True,
460,Driver_460,Baramula,ABCDE5437F,8144 5449 7881,DL-6328-822391,"[47, 50, 42, 8, 28]",True,
462,Driver_462,Baramula,ABCDE6947F,7503 5214 7280,DL-6703-955806,"[41, 26]",True,
464,Driver_464,Baramula,ABCDE9344F,3428 4955 6709,DL-2968-785688,"[47, 38, 10, 40]",True,
466,Driver_466,Barddhaman,ABCDE6539F,8488 4808 4760,DL-7044-328593,[18],True,
468,Driver_468,Barddhaman,ABCDE7339F,6735 7866 4864,DL-3865-324299,"[28, 22, 4]",True,
469,Driver_469,Barddhaman,ABCDE8768F,9556 8821 6456,DL-6015-307477,"[37, 44, 6, 41]",True,
471,Driver_471,Barddhaman,ABCDE6054F,6358 2185 2133,DL-9900-575201,[24],True,
475,Driver_475,Barddhaman,ABCDE3880F,2175 1920 7053,DL-8010-255515,"[4, 12, 16, 21, 19]",True,
485,Driver_485,Barddhaman,ABCDE3639F,7386 9133 3494,DL-1893-226267,"[15, 34, 12, 7, 18]",True,
489,Driver_489,Barddhaman,ABCDE1293F,2400 9562 4738,DL-1022-102587,"[35, 13, 21, 49]",True,
490,Driver_490,Barddhaman,ABCDE7317F,1912 9573 3913,DL-5054-333564,"[9, 8, 39, 38, 45]",True,
491,Driver_491,Bareilly,ABCDE8052F,2898 2155 5502,DL-4342-135932,[21],True,
492,Driver_492,Bareilly,ABCDE7951F,7752 5090 5061,DL-9776-355329,"[34, 43]",True,
493,Driver_493,Bareilly,ABCDE4316F,5330 2948 4678,DL-5120-781233,"[49, 42, 34]",True,
495,Driver_495,Bareilly,ABCDE5536F,7851 2754 3490,DL-7208-506684,"[45, 4, 1, 42, 18]",True,
499,Driver_499,Bareilly,ABCDE2033F,7587 3989 5547,DL-3505-315266,"[49, 32, 43, 28]",True,
